Gene.secondaryIdentifier	Gene.length	Gene.qualifier	Gene.chromosome.primaryIdentifier	Gene.chromosomeLocation.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand
YKL190W	604	Verified	chrXI	82947	83550	1
YKL191W	1605	Verified	chrXI	81035	82639	1
YKL192C	378	Verified	chrXI	80160	80537	-1
YKL193C	1017	Verified	chrXI	78866	79882	-1
YKL194C	1389	Verified	chrXI	77258	78646	-1
YKL195W	1212	Verified	chrXI	75821	77032	1
YKL196C	603	Verified	chrXI	74932	75534	-1
YKL197C	3132	Verified	chrXI	70734	73865	-1
YKL198C	1989	Verified	chrXI	68232	70220	-1
YKL201C	3537	Verified	chrXI	63930	67466	-1
YKL202W	582	Dubious	chrXI	63821	64402	1
YKL203C	7425	Verified	chrXI	55935	63359	-1
YKL204W	1899	Verified	chrXI	53704	55602	1
YKL205W	3303	Verified	chrXI	50051	53353	1
YKL206C	804	Verified	chrXI	49006	49809	-1
YKL207W	762	Verified	chrXI	48194	48955	1
YKL208W	816	Verified	chrXI	47157	47972	1
YKL209C	3873	Verified	chrXI	42423	46295	-1
YKL210W	3075	Verified	chrXI	39163	42237	1
YKL211C	1455	Verified	chrXI	36699	38153	-1
YKL212W	1872	Verified	chrXI	34543	36414	1
YKL213C	2148	Verified	chrXI	31960	34107	-1
YKL214C	612	Verified	chrXI	31082	31693	-1
YKL215C	3861	Verified	chrXI	26827	30687	-1
YKL216W	945	Verified	chrXI	25215	26159	1
YKL217W	1851	Verified	chrXI	22234	24084	1
YKL218C	981	Verified	chrXI	17359	18339	-1
YKL219W	1224	Verified	chrXI	14485	15708	1
YKL220C	2136	Verified	chrXI	9091	11226	-1
YKL221W	1422	Verified	chrXI	6107	7528	1
YKL222C	2118	Verified	chrXI	3503	5620	-1
YKL223W	333	Dubious	chrXI	2389	2721	1
YKL224C	372	Verified	chrXI	1810	2181	-1
YKL225W	348	Dubious	chrXI	451	798	1
YKR001C	2115	Verified	chrXI	440608	442722	-1
YKR002W	1707	Verified	chrXI	443232	444938	1
YKR003W	1347	Verified	chrXI	445381	446727	1
YKR004C	1238	Verified	chrXI	446799	448036	-1
YKR005C	1647	Uncharacterized	chrXI	448521	450167	-1
YKR006C	795	Verified	chrXI	450423	451217	-1
YKR007W	555	Verified	chrXI	451434	451988	1
YKR008W	1878	Verified	chrXI	452201	454078	1
YKR009C	2703	Verified	chrXI	454352	457054	-1
YKR010C	2316	Verified	chrXI	458924	461239	-1
YKR011C	1062	Verified	chrXI	461635	462696	-1
YKR012C	378	Dubious	chrXI	463739	464116	-1
YKR013W	990	Verified	chrXI	463959	464948	1
YKR014C	705	Verified	chrXI	465367	466071	-1
YKR015C	1707	Uncharacterized	chrXI	466961	468667	-1
YKR016W	1623	Verified	chrXI	469717	471339	1
YKR017C	1656	Verified	chrXI	471694	473349	-1
YKR018C	2178	Verified	chrXI	473723	475900	-1
YKR019C	1848	Verified	chrXI	476216	478063	-1
YKR020W	495	Verified	chrXI	478338	478832	1
YKR021W	2748	Verified	chrXI	479234	481981	1
YKR022C	969	Verified	chrXI	482171	483139	-1
YKR023W	1593	Verified	chrXI	483419	485011	1
YKR024C	2229	Verified	chrXI	485144	487372	-1
YKR025W	849	Verified	chrXI	487770	488618	1
YKR026C	918	Verified	chrXI	488738	489655	-1
YKR027W	2298	Verified	chrXI	491364	493661	1
YKR028W	3102	Verified	chrXI	494257	497358	1
YKR029C	2256	Verified	chrXI	497578	499833	-1
YKR030W	822	Verified	chrXI	500282	501103	1
YKR031C	5052	Verified	chrXI	501344	506395	-1
YKR032W	315	Uncharacterized	chrXI	506517	506831	1
YKR033C	426	Dubious	chrXI	506879	507304	-1
YKR034W	810	Verified	chrXI	506898	507707	1
YKR035C	642	Dubious	chrXI	507920	508561	-1
YKR036C	1932	Verified	chrXI	508702	510633	-1
YKR037C	888	Verified	chrXI	510910	511797	-1
YKR038C	1161	Verified	chrXI	511999	513159	-1
YKR039W	1809	Verified	chrXI	515063	516871	1
YKR040C	504	Dubious	chrXI	518063	518566	-1
YKR041W	753	Verified	chrXI	518198	518950	1
YKR042W	1098	Verified	chrXI	519527	520624	1
YKR043C	816	Verified	chrXI	520897	521712	-1
YKR044W	1332	Verified	chrXI	522015	523346	1
YKR045C	552	Uncharacterized	chrXI	523418	523969	-1
YKR046C	852	Verified	chrXI	524223	525074	-1
YKR047W	306	Dubious	chrXI	525257	525562	1
YKR048C	1254	Verified	chrXI	525387	526640	-1
YKR049C	402	Verified	chrXI	526830	527231	-1
YKR050W	2670	Verified	chrXI	527815	530484	1
YKR051W	1257	Verified	chrXI	530946	532202	1
YKR052C	915	Verified	chrXI	532550	533464	-1
YKR053C	1215	Verified	chrXI	534067	535281	-1
YKR054C	12279	Verified	chrXI	535647	547925	-1
YKR055W	876	Verified	chrXI	548216	549091	1
YKR056W	1920	Verified	chrXI	549448	551367	1
YKR057W	586	Verified	chrXI	551657	552242	1
YKR058W	1851	Verified	chrXI	552770	554620	1
YKR059W	1188	Verified	chrXI	554987	556174	1
YKR060W	825	Verified	chrXI	556518	557342	1
YKR061W	1278	Verified	chrXI	557677	558954	1
YKR062W	987	Verified	chrXI	559666	560652	1
YKR063C	1509	Verified	chrXI	560789	562297	-1
YKR064W	2592	Verified	chrXI	562547	565138	1
YKR065C	594	Verified	chrXI	565299	565892	-1
YKR066C	1086	Verified	chrXI	566113	567198	-1
YKR067W	2232	Verified	chrXI	567918	570149	1
YKR068C	582	Verified	chrXI	570328	570909	-1
YKR069W	1782	Verified	chrXI	571612	573393	1
YKR070W	1059	Uncharacterized	chrXI	573574	574632	1
YKR071C	1047	Verified	chrXI	574934	575980	-1
YKR072C	1689	Verified	chrXI	576435	578123	-1
YKR073C	321	Uncharacterized	chrXI	578187	578507	-1
YKR074W	468	Verified	chrXI	579209	579676	1
YKR075C	924	Uncharacterized	chrXI	579827	580750	-1
YKR076W	1113	Verified	chrXI	582283	583395	1
YKR077W	1092	Verified	chrXI	583653	584744	1
YKR078W	1758	Verified	chrXI	584952	586709	1
YKR079C	2517	Verified	chrXI	586789	589305	-1
YKR080W	963	Verified	chrXI	590395	591357	1
YKR081C	1035	Verified	chrXI	591506	592540	-1
YKR082W	3474	Verified	chrXI	592825	596298	1
YKR083C	402	Verified	chrXI	596421	596822	-1
YKR084C	1836	Verified	chrXI	597055	598890	-1
YKR085C	588	Verified	chrXI	599094	599681	-1
YKR086W	3216	Verified	chrXI	599857	603072	1
YKR087C	1038	Verified	chrXI	603195	604232	-1
YKR088C	1014	Verified	chrXI	604405	605418	-1
YKR089C	2733	Verified	chrXI	605633	608365	-1
YKR090W	2121	Verified	chrXI	608946	611066	1
YKR091W	741	Verified	chrXI	611525	612265	1
YKR092C	1221	Verified	chrXI	612665	613885	-1
YKR093W	1806	Verified	chrXI	615730	617535	1
YKR094C	755	Verified	chrXI	617996	618750	-1
YKR095W	5628	Verified	chrXI	619805	625432	1
YKR096W	3588	Verified	chrXI	626793	630380	1
YKR097W	1650	Verified	chrXI	631152	632801	1
YKR098C	2154	Verified	chrXI	633026	635179	-1
YKR099W	2436	Verified	chrXI	635851	638286	1
YKR100C	1068	Verified	chrXI	638901	639968	-1
YKR101W	1965	Verified	chrXI	640540	642504	1
YKR102W	3510	Verified	chrXI	646356	649865	1
YKR103W	3657	Verified	chrXI	653080	656736	1
YKR104W	921	Verified	chrXI	656836	657756	1
YKR105C	1749	Verified	chrXI	658716	660464	-1
YKR106W	1848	Verified	chrXI	661442	663289	1
YAL065C	387	Uncharacterized	chrI	11565	11951	-1
YAR030C	342	Dubious	chrI	186512	186853	-1
YFL068W	483	Uncharacterized	chrVI	53	535	1
YFL067W	528	Uncharacterized	chrVI	836	1363	1
YFL066C	1179	Uncharacterized	chrVI	1437	2615	-1
YFL065C	309	Uncharacterized	chrVI	3030	3338	-1
YFL064C	525	Uncharacterized	chrVI	3322	3846	-1
YFL063W	456	Dubious	chrVI	5066	5521	1
YFL062W	1140	Verified	chrVI	6426	7565	1
YFL061W	678	Verified	chrVI	9545	10222	1
YFL060C	669	Verified	chrVI	10301	10969	-1
YFL059W	897	Verified	chrVI	11363	12259	1
YFL058W	1023	Verified	chrVI	12929	13951	1
YFL056C	1127	""	chrVI	14305	15431	-1
YFL055W	1677	Verified	chrVI	17004	18680	1
YFL054C	1941	Uncharacterized	chrVI	20847	22787	-1
YFL053W	1776	Verified	chrVI	23423	25198	1
YFL052W	1398	Verified	chrVI	28232	29629	1
YFL051C	483	Uncharacterized	chrVI	30058	30540	-1
YFL050C	2577	Verified	chrVI	33272	35848	-1
YFL049W	1872	Verified	chrVI	36803	38674	1
YFL048C	1338	Verified	chrVI	38843	40180	-1
YFL047W	2145	Verified	chrVI	40421	42565	1
YFL046W	624	Verified	chrVI	42815	43438	1
YFL045C	765	Verified	chrVI	43628	44392	-1
YFL044C	906	Verified	chrVI	44655	45560	-1
YFL042C	2025	Verified	chrVI	45720	47744	-1
YFL041W	1869	Verified	chrVI	49139	51007	1
YFL040W	1623	Uncharacterized	chrVI	51350	52972	1
YFL039C	1437	Verified	chrVI	53260	54696	-1
YFL038C	621	Verified	chrVI	55366	55986	-1
YFL037W	1374	Verified	chrVI	56336	57709	1
YFL036W	4056	Verified	chrVI	58782	62837	1
YFL034C-B	978	Verified	chrVI	63016	63993	-1
YFL034W	3222	Uncharacterized	chrVI	65477	68698	1
YFL033C	5313	Verified	chrVI	69115	74427	-1
YFL032W	321	Dubious	chrVI	74872	75192	1
YFL031W	969	Verified	chrVI	75179	76147	1
YFL030W	1158	Verified	chrVI	76831	77988	1
YFL029C	1107	Verified	chrVI	78055	79161	-1
YFL028C	870	Verified	chrVI	79344	80213	-1
YFL027C	1494	Verified	chrVI	80419	81912	-1
YFL026W	1296	Verified	chrVI	82580	83875	1
YFL025C	3090	Verified	chrVI	84145	87234	-1
YFL024C	2499	Verified	chrVI	87847	90345	-1
YFL023W	2391	Verified	chrVI	90986	93376	1
YFL022C	1512	Verified	chrVI	93499	95010	-1
YFL021W	1533	Verified	chrVI	95966	97498	1
YFL020C	369	Verified	chrVI	99231	99599	-1
YFL019C	354	Uncharacterized	chrVI	100252	100605	-1
YFL018C	1500	Verified	chrVI	101628	103127	-1
YFL017C	480	Verified	chrVI	103983	104462	-1
YFL016C	1536	Verified	chrVI	104701	106236	-1
YFL015C	495	Uncharacterized	chrVI	106469	106963	-1
YFL014W	330	Verified	chrVI	107256	107585	1
YFL013C	2079	Verified	chrVI	107852	109930	-1
YFL012W	447	Uncharacterized	chrVI	110647	111093	1
YFL011W	1641	Verified	chrVI	112345	113985	1
YFL010C	636	Verified	chrVI	115108	115743	-1
YFL009W	2340	Verified	chrVI	116145	118484	1
YFL008W	3678	Verified	chrVI	119429	123106	1
YFL007W	6432	Verified	chrVI	123479	129910	1
YFL005W	648	Verified	chrVI	130334	130981	1
YFL004W	2487	Verified	chrVI	131810	134296	1
YFL003C	2637	Verified	chrVI	134521	137157	-1
YFL002C	1821	Verified	chrVI	145114	146934	-1
YFL001W	1329	Verified	chrVI	147131	148459	1
YFR001W	615	Verified	chrVI	149110	149724	1
YFR002W	2520	Verified	chrVI	150016	152535	1
YFR003C	468	Verified	chrVI	152657	153124	-1
YFR004W	921	Verified	chrVI	153393	154313	1
YFR005C	1347	Verified	chrVI	154527	155873	-1
YFR006W	1608	Uncharacterized	chrVI	156145	157752	1
YFR007W	1062	Verified	chrVI	159299	160360	1
YFR008W	666	Verified	chrVI	160535	161200	1
YFR009W	2259	Verified	chrVI	162488	164746	1
YFR010W	1500	Verified	chrVI	165067	166566	1
YFR011C	513	Verified	chrVI	166746	167258	-1
YFR012W	609	Verified	chrVI	167888	168496	1
YFR013W	2364	Verified	chrVI	169922	172285	1
YFR014C	1341	Verified	chrVI	172537	173877	-1
YFR015C	2127	Verified	chrVI	174265	176391	-1
YFR016C	3702	Verified	chrVI	177042	180743	-1
YFR017C	588	Verified	chrVI	182274	182861	-1
YFR018C	1092	Uncharacterized	chrVI	183131	184222	-1
YFR019W	6837	Verified	chrVI	184502	191338	1
YFR020W	699	Verified	chrVI	192737	193435	1
YFR021W	1503	Verified	chrVI	194812	196314	1
YFR022W	2202	Verified	chrVI	196833	199034	1
YFR023W	1836	Verified	chrVI	199874	201709	1
YFR025C	1008	Verified	chrVI	203743	204750	-1
YFR026C	510	Verified	chrVI	205748	206257	-1
YFR027W	846	Verified	chrVI	207452	208297	1
YFR028C	1656	Verified	chrVI	208413	210068	-1
YFR029W	2037	Verified	chrVI	210937	212973	1
YFR030W	3108	Verified	chrVI	213312	216419	1
YFR031C	3513	Verified	chrVI	216594	220106	-1
YFR032C	870	Uncharacterized	chrVI	222090	222959	-1
YFR033C	444	Verified	chrVI	224326	224769	-1
YFR034C	939	Verified	chrVI	225020	225958	-1
YFR035C	345	Uncharacterized	chrVI	226121	226465	-1
YFR036W	375	Verified	chrVI	226963	227337	1
YFR037C	1674	Verified	chrVI	227513	229186	-1
YFR038W	2562	Verified	chrVI	229380	231941	1
YFR039C	1533	Verified	chrVI	232012	233544	-1
YFR040W	3009	Verified	chrVI	234242	237250	1
YFR041C	888	Verified	chrVI	237368	238255	-1
YFR042W	603	Verified	chrVI	238458	239060	1
YFR043C	714	Verified	chrVI	239114	239827	-1
YFR044C	1446	Verified	chrVI	239992	241437	-1
YFR045W	1002	Uncharacterized	chrVI	241998	242999	1
YFR046C	1086	Verified	chrVI	243074	244159	-1
YFR047C	888	Verified	chrVI	244279	245166	-1
YFR048W	1989	Verified	chrVI	246146	248134	1
YFR049W	372	Verified	chrVI	248523	248894	1
YFR050C	801	Verified	chrVI	249066	249866	-1
YFR051C	1641	Verified	chrVI	250163	251803	-1
YFR052W	825	Verified	chrVI	252505	253329	1
YFR053C	1458	Verified	chrVI	253592	255049	-1
YFR054C	579	Uncharacterized	chrVI	258855	259433	-1
YFR056C	369	Dubious	chrVI	263957	264325	-1
YFR055W	1023	Verified	chrVI	264204	265226	1
YFR057W	456	Uncharacterized	chrVI	269061	269516	1
YER044C-A	1315	Verified	chrV	238460	239774	-1
YFL010W-A	285	Verified	chrVI	114990	115274	1
YKL096W-A	279	Verified	chrXI	259253	259531	1
YHR079C-A	362	Verified	chrVIII	262192	262553	-1
YHR039C-A	507	Verified	chrVIII	187173	187679	-1
YKL006C-A	435	Verified	chrXI	430198	430632	-1
YEL017C-A	132	Verified	chrV	122798	122929	-1
YFR031C-A	912	Verified	chrVI	220507	221418	-1
YER019C-A	267	Verified	chrV	194273	194539	-1
YER087C-B	249	Verified	chrV	332582	332830	-1
YAR002C-A	660	Verified	chrI	154065	154724	-1
YCR079W	1329	Verified	chrIII	252845	254173	1
YAL034C	1242	Verified	chrI	80710	81951	-1
YER056C-A	763	Verified	chrV	269423	270185	-1
YAL004W	648	Dubious	chrI	140760	141407	1
YAL034C-B	354	Dubious	chrI	79489	79842	-1
YAL042C-A	378	Dubious	chrI	61231	61608	-1
YAL056C-A	351	Dubious	chrI	38696	39046	-1
YAL064C-A	381	Uncharacterized	chrI	13363	13743	-1
YAL064W-B	381	Uncharacterized	chrI	12046	12426	1
YAL068C	363	Verified	chrI	1807	2169	-1
YAL069W	315	Dubious	chrI	335	649	1
YAR066W	612	Uncharacterized	chrI	221049	221660	1
YAR075W	474	Dubious	chrI	228844	229317	1
YBL005W-A	1323	""	chrII	221330	222652	1
YBL005W-B	5269	""	chrII	221330	226598	1
YBL100W-A	1317	""	chrII	29935	31251	1
YBL100W-B	5314	""	chrII	29935	35248	1
YBL109W	336	Dubious	chrII	5790	6125	1
YBL111C	2103	Verified	chrII	2907	5009	-1
YBL112C	318	Uncharacterized	chrII	2582	2899	-1
YBL113C	2379	Uncharacterized	chrII	280	2658	-1
YBR012W-A	1323	""	chrII	259869	261191	1
YBR012W-B	5272	""	chrII	259869	265140	1
YBR084C-A	1076	Verified	chrII	414186	415261	-1
YBR089C-A	300	Verified	chrII	426190	426489	-1
YBR162W-A	198	Verified	chrII	565231	565428	1
YDL001W	1293	Verified	chrIV	447984	449276	1
YDL002C	612	Verified	chrIV	446967	447578	-1
YDL003W	1701	Verified	chrIV	444683	446383	1
YDL004W	483	Verified	chrIV	443029	443511	1
YDL005C	1296	Verified	chrIV	441014	442309	-1
YDL006W	846	Verified	chrIV	439909	440754	1
YDL007W	1314	Verified	chrIV	438047	439360	1
YDL008W	498	Verified	chrIV	433497	433994	1
YDL009C	324	Uncharacterized	chrIV	432925	433248	-1
YDL010W	696	Verified	chrIV	432330	433025	1
YDL011C	324	Dubious	chrIV	432308	432631	-1
YDL012C	410	Verified	chrIV	431108	431517	-1
YDL013W	1860	Verified	chrIV	429067	430926	1
YDL014W	984	Verified	chrIV	427364	428347	1
YDL015C	933	Verified	chrIV	426002	426934	-1
YDL016C	303	Dubious	chrIV	425570	425872	-1
YDL017W	1524	Verified	chrIV	424209	425732	1
YDL018C	678	Verified	chrIV	422833	423510	-1
YDL019C	3852	Verified	chrIV	417663	421514	-1
YDL020C	1596	Verified	chrIV	415113	416708	-1
YDL021W	936	Verified	chrIV	413953	414888	1
YDL022W	1176	Verified	chrIV	411825	413000	1
YDL023C	321	Dubious	chrIV	411761	412081	-1
YDL024C	1407	Verified	chrIV	408451	409857	-1
YDL025C	1863	Verified	chrIV	405344	407206	-1
YDL026W	312	Dubious	chrIV	404749	405060	1
YDL027C	1263	Uncharacterized	chrIV	403695	404957	-1
YDL028C	2295	Verified	chrIV	400997	403291	-1
YDL029W	1299	Verified	chrIV	399340	400638	1
YDL030W	1593	Verified	chrIV	397537	399129	1
YDL031W	2988	Verified	chrIV	394217	397204	1
YDL032W	312	Dubious	chrIV	393690	394001	1
YDL033C	1254	Verified	chrIV	392659	393912	-1
YDL034W	345	Dubious	chrIV	391783	392127	1
YDL035C	2886	Verified	chrIV	389172	392057	-1
YDL036C	1389	Verified	chrIV	387513	388901	-1
YDL037C	987	Verified	chrIV	384601	385587	-1
YDL039C	2097	Verified	chrIV	381985	384081	-1
YDL040C	2565	Verified	chrIV	378874	381438	-1
YDL041W	354	Dubious	chrIV	378102	378455	1
YDL042C	1689	Verified	chrIV	376757	378445	-1
YDL043C	801	Verified	chrIV	375680	376480	-1
YDL044C	1323	Verified	chrIV	373967	375289	-1
YDL045C	921	Verified	chrIV	372688	373608	-1
YDL046W	522	Verified	chrIV	371240	371761	1
YDL047W	936	Verified	chrIV	369771	370706	1
YDL048C	1473	Verified	chrIV	366739	368211	-1
YDL049C	807	Verified	chrIV	365068	365874	-1
YDL050C	372	Dubious	chrIV	364446	364817	-1
YDL051W	828	Verified	chrIV	363952	364779	1
YDL052C	912	Verified	chrIV	362672	363583	-1
YDL053C	558	Verified	chrIV	361699	362256	-1
YDL054C	1461	Verified	chrIV	359825	361285	-1
YDL055C	1086	Verified	chrIV	355674	356759	-1
YDL056W	2502	Verified	chrIV	352877	355378	1
YDL057W	987	Uncharacterized	chrIV	351434	352420	1
YDL058W	5373	Verified	chrIV	345665	351037	1
YDL059C	717	Verified	chrIV	344237	344953	-1
YDL060W	2367	Verified	chrIV	341619	343985	1
YDL061C	171	Verified	chrIV	340628	340798	-1
YDL062W	426	Dubious	chrIV	339857	340282	1
YDL063C	1863	Verified	chrIV	338272	340134	-1
YDL064W	584	Verified	chrIV	337487	338070	1
YDL065C	1029	Verified	chrIV	336249	337277	-1
YDL066W	1287	Verified	chrIV	334835	336121	1
YDL067C	180	Verified	chrIV	334217	334396	-1
YDL068W	330	Dubious	chrIV	333500	333829	1
YDL069C	690	Verified	chrIV	333121	333810	-1
YDL070W	1917	Verified	chrIV	331024	332940	1
YDL071C	375	Dubious	chrIV	330666	331040	-1
YDL072C	612	Verified	chrIV	329836	330447	-1
YDL073W	2955	Verified	chrIV	326613	329567	1
YDL074C	2103	Verified	chrIV	324047	326149	-1
YDL075W	763	Verified	chrIV	322226	322988	1
YDL076C	885	Verified	chrIV	320668	321552	-1
YDL077C	3150	Verified	chrIV	316971	320120	-1
YDL078C	1032	Verified	chrIV	315357	316388	-1
YDL079C	1798	Verified	chrIV	312951	314748	-1
YDL080C	1830	Verified	chrIV	310642	312471	-1
YDL081C	321	Verified	chrIV	309802	310122	-1
YDL082W	965	Verified	chrIV	308424	309388	1
YDL083C	864	Verified	chrIV	306926	307789	-1
YDL084W	1341	Verified	chrIV	305237	306577	1
YDL085W	1638	Verified	chrIV	303211	304848	1
YDL086W	822	Uncharacterized	chrIV	301413	302234	1
YDL087C	786	Verified	chrIV	300214	300999	-1
YDL088C	1587	Verified	chrIV	298417	300003	-1
YDL089W	1455	Verified	chrIV	296820	298274	1
YDL090C	1296	Verified	chrIV	295034	296329	-1
YDL091C	1368	Verified	chrIV	293392	294759	-1
YDL092W	441	Verified	chrIV	292781	293221	1
YDL093W	2232	Verified	chrIV	289909	292140	1
YDL094C	510	Dubious	chrIV	289572	290081	-1
YDL095W	2454	Verified	chrIV	287059	289512	1
YDL096C	327	Dubious	chrIV	286998	287324	-1
YDL097C	1305	Verified	chrIV	285391	286695	-1
YDL098C	585	Verified	chrIV	284581	285165	-1
YDL099W	1026	Verified	chrIV	283419	284444	1
YDL100C	1065	Verified	chrIV	282112	283176	-1
YDL101C	1542	Verified	chrIV	280307	281848	-1
YDL102W	3294	Verified	chrIV	276872	280165	1
YDL103C	1434	Verified	chrIV	275148	276581	-1
YDL104C	1224	Verified	chrIV	273653	274876	-1
YDL105W	1209	Verified	chrIV	272389	273597	1
YDL106C	1680	Verified	chrIV	270222	271901	-1
YDL107W	1056	Verified	chrIV	268921	269976	1
YDL108W	1002	Verified	chrIV	267698	268699	1
YDL109C	1944	Uncharacterized	chrIV	265258	267201	-1
YDL110C	453	Verified	chrIV	264512	264964	-1
YDL111C	798	Verified	chrIV	263313	264110	-1
YDL112W	4311	Verified	chrIV	258915	263225	1
YDL113C	1923	Verified	chrIV	256633	258555	-1
YDL114W	927	Uncharacterized	chrIV	255604	256530	1
YDL115C	1132	Verified	chrIV	253995	255126	-1
YDL116W	2181	Verified	chrIV	251566	253746	1
YDL117W	2658	Verified	chrIV	248581	251238	1
YDL118W	381	Dubious	chrIV	247302	247682	1
YDL119C	924	Verified	chrIV	246689	247612	-1
YDL120W	525	Verified	chrIV	245923	246447	1
YDL121C	450	Verified	chrIV	245133	245582	-1
YDL122W	2430	Verified	chrIV	242552	244981	1
YDL123W	423	Verified	chrIV	241418	241840	1
YDL124W	939	Verified	chrIV	240259	241197	1
YDL125C	588	Verified	chrIV	239019	239606	-1
YDL126C	2508	Verified	chrIV	236157	238664	-1
YDL127W	927	Verified	chrIV	234927	235853	1
YDL128W	1236	Verified	chrIV	232652	233887	1
YDL129W	876	Verified	chrIV	231024	231899	1
YDL130W	622	Verified	chrIV	229906	230527	1
YDL131W	1323	Verified	chrIV	227393	228715	1
YDL132W	2448	Verified	chrIV	224304	226751	1
YDL133W	1314	Verified	chrIV	222427	223740	1
YDL134C	1110	Verified	chrIV	219662	220771	-1
YDL133C-A	78	Verified	chrIV	221724	221801	-1
YDL135C	609	Verified	chrIV	218680	219288	-1
YDL136W	768	Verified	chrIV	217600	218367	1
YDL137W	546	Verified	chrIV	216529	217074	1
YDL138W	2292	Verified	chrIV	213351	215642	1
YDL139C	672	Verified	chrIV	211375	212046	-1
YDL140C	5202	Verified	chrIV	205360	210561	-1
YDL141W	2073	Verified	chrIV	203039	205111	1
YDL142C	852	Verified	chrIV	201719	202570	-1
YDL143W	1587	Verified	chrIV	199996	201582	1
YDL144C	1071	Verified	chrIV	198662	199732	-1
YDL145C	3606	Verified	chrIV	194571	198176	-1
YDL146W	1476	Verified	chrIV	192750	194225	1
YDL147W	1338	Verified	chrIV	190924	192261	1
YDL148C	2433	Verified	chrIV	188154	190586	-1
YDL149W	2994	Verified	chrIV	184925	187918	1
YDL150W	1269	Verified	chrIV	183343	184611	1
YDL151C	582	Dubious	chrIV	183318	183899	-1
YDL152W	366	Dubious	chrIV	182822	183187	1
YDL153C	1833	Verified	chrIV	181186	183018	-1
YDL154W	2706	Verified	chrIV	178334	181039	1
YDL155W	1284	Verified	chrIV	176773	178056	1
YDL156W	1569	Verified	chrIV	174918	176486	1
YDL157C	357	Uncharacterized	chrIV	174232	174588	-1
YDL158C	309	Dubious	chrIV	173866	174174	-1
YDL159W	1548	Verified	chrIV	172481	174028	1
YDL160C	1521	Verified	chrIV	170410	171930	-1
YDL161W	1365	Verified	chrIV	167714	169078	1
YDL162C	357	Dubious	chrIV	167359	167715	-1
YDL163W	303	Dubious	chrIV	166956	167258	1
YDL164C	2268	Verified	chrIV	164987	167254	-1
YDL165W	576	Verified	chrIV	164290	164865	1
YDL166C	594	Verified	chrIV	163449	164042	-1
YDL167C	2160	Verified	chrIV	160995	163154	-1
YDL168W	1161	Verified	chrIV	159604	160764	1
YDL169C	672	Verified	chrIV	158064	158735	-1
YDL170W	1587	Verified	chrIV	156318	157904	1
YDL171C	6438	Verified	chrIV	149203	155640	-1
YDL172C	480	Dubious	chrIV	148607	149086	-1
YDL173W	888	Verified	chrIV	148191	149078	1
YDL174C	1764	Verified	chrIV	145826	147589	-1
YDL175C	1035	Verified	chrIV	144484	145518	-1
YDL176W	2127	Verified	chrIV	142097	144223	1
YDL177C	513	Uncharacterized	chrIV	141209	141721	-1
YDL178W	1593	Verified	chrIV	139522	141114	1
YDL179W	915	Verified	chrIV	138291	139205	1
YDL180W	1644	Uncharacterized	chrIV	135896	137539	1
YDL181W	258	Verified	chrIV	135179	135436	1
YDL182W	1287	Verified	chrIV	133437	134723	1
YDL183C	963	Verified	chrIV	130871	131833	-1
YDL184C	78	Verified	chrIV	130407	130484	-1
YDL185W	3216	Verified	chrIV	126787	130002	1
""	1364	""	chrIV	127636	129000	1
YDL186W	834	Uncharacterized	chrIV	125616	126449	1
YDL187C	330	Dubious	chrIV	125509	125838	-1
YDL188C	1134	Verified	chrIV	123865	124998	-1
YDL189W	1374	Verified	chrIV	122216	123589	1
YDL190C	2886	Verified	chrIV	118707	121592	-1
YDL191W	854	Verified	chrIV	117664	118517	1
