Gene.secondaryIdentifier	Gene.transcripts.chromosome.primaryIdentifier	Gene.transcripts.UTRs.chromosomeLocation.start	Gene.transcripts.UTRs.chromosomeLocation.end	Gene.chromosomeLocation.strand	Gene.transcripts.UTRs.primaryIdentifier
YDR315C	chrIV	1092551	1092740	-1	YDR315C_id001-3prime-utr
YDR315C	chrIV	1093587	1093613	-1	YDR315C_id001-5prime-utr
YDR316W	chrIV	1093732	1093762	1	YDR316W_id001-5prime-utr
YDR316W	chrIV	1095179	1095276	1	YDR316W_id001-3prime-utr
YDR317W	chrIV	1102150	1102183	1	YDR317W_id001-5prime-utr
YDR317W	chrIV	1103429	1103554	1	YDR317W_id001-3prime-utr
YDR318W	chrIV	1103745	1103757	1	YDR318W_id001-5prime-utr
YDR318W	chrIV	1104948	1105159	1	YDR318W_id001-3prime-utr
YDR319C	chrIV	1104140	1105002	-1	YDR319C_id001-3prime-utr
YDR319C	chrIV	1105828	1105874	-1	YDR319C_id001-5prime-utr
YDR320C	chrIV	1106004	1106094	-1	YDR320C_id001-3prime-utr
YDR320C	chrIV	1108102	1108163	-1	YDR320C_id001-5prime-utr
YDR320C-A	chrIV	1108201	1108279	-1	YDR320C-A_id001-3prime-utr
YDR320C-A	chrIV	1108499	1108768	-1	YDR320C-A_id001-5prime-utr
YDR320W-B	chrIV	1108256	1108483	1	YDR320W-B_id001-5prime-utr
YDR320W-B	chrIV	1108622	1109176	1	YDR320W-B_id001-3prime-utr
YDR321W	chrIV	1108671	1108701	1	YDR321W_id001-5prime-utr
YDR321W	chrIV	1109848	1110101	1	YDR321W_id001-3prime-utr
YDR322C-A	chrIV	1111663	1112002	-1	YDR322C-A_id001-3prime-utr
YDR322C-A	chrIV	1112294	1112340	-1	YDR322C-A_id001-5prime-utr
YDR322W	chrIV	1110565	1110588	1	YDR322W_id001-5prime-utr
YDR322W	chrIV	1111693	1111872	1	YDR322W_id001-3prime-utr
YDR323C	chrIV	1112294	1112479	-1	YDR323C_id001-3prime-utr
YDR323C	chrIV	1114028	1114074	-1	YDR323C_id001-5prime-utr
YDR325W	chrIV	1116864	1117125	1	YDR325W_id001-5prime-utr
YDR325W	chrIV	1120234	1120540	1	YDR325W_id001-3prime-utr
YDR328C	chrIV	1125145	1125433	-1	YDR328C_id001-3prime-utr
YDR328C	chrIV	1126019	1126085	-1	YDR328C_id001-5prime-utr
YDR329C	chrIV	1126164	1126269	-1	YDR329C_id001-3prime-utr
YDR329C	chrIV	1127596	1127617	-1	YDR329C_id001-5prime-utr
YDR330W	chrIV	1127794	1127871	1	YDR330W_id001-5prime-utr
YDR330W	chrIV	1129375	1129603	1	YDR330W_id001-3prime-utr
YDR331W	chrIV	1129534	1129587	1	YDR331W_id001-5prime-utr
YDR331W	chrIV	1130824	1130957	1	YDR331W_id001-3prime-utr
YDR332W	chrIV	1130976	1131000	1	YDR332W_id001-5prime-utr
YDR332W	chrIV	1133071	1133155	1	YDR332W_id001-3prime-utr
YDR333C	chrIV	1133021	1133259	-1	YDR333C_id001-3prime-utr
YDR333C	chrIV	1135432	1135468	-1	YDR333C_id001-5prime-utr
YDR335W	chrIV	1140811	1141167	1	YDR335W_id001-5prime-utr
YDR335W	chrIV	1144843	1144954	1	YDR335W_id001-3prime-utr
YDR336W	chrIV	1144310	1145091	1	YDR336W_id001-5prime-utr
YDR336W	chrIV	1146037	1146099	1	YDR336W_id001-3prime-utr
YDR337W	chrIV	1146252	1146318	1	YDR337W_id001-5prime-utr
YDR337W	chrIV	1147180	1147408	1	YDR337W_id001-3prime-utr
YDR338C	chrIV	1147255	1147378	-1	YDR338C_id001-3prime-utr
YDR338C	chrIV	1149467	1149717	-1	YDR338C_id001-5prime-utr
YDR339C	chrIV	1149460	1149950	-1	YDR339C_id001-3prime-utr
YDR339C	chrIV	1150521	1150551	-1	YDR339C_id001-5prime-utr
YDR341C	chrIV	1151583	1151802	-1	YDR341C_id001-3prime-utr
YDR341C	chrIV	1153627	1153659	-1	YDR341C_id001-5prime-utr
YDR342C	chrIV	1154074	1154215	-1	YDR342C_id001-3prime-utr
YDR342C	chrIV	1155929	1156412	-1	YDR342C_id001-5prime-utr
YDR343C	chrIV	1159269	1159607	-1	YDR343C_id001-3prime-utr
YDR343C	chrIV	1161321	1161410	-1	YDR343C_id001-5prime-utr
YDR345C	chrIV	1162818	1162956	-1	YDR345C_id001-3prime-utr
YDR345C	chrIV	1164661	1164762	-1	YDR345C_id001-5prime-utr
YDR346C	chrIV	1166895	1167213	-1	YDR346C_id001-3prime-utr
YDR346C	chrIV	1168660	1168886	-1	YDR346C_id001-5prime-utr
YDR347W	chrIV	1169061	1169177	1	YDR347W_id001-5prime-utr
YDR347W	chrIV	1170144	1170267	1	YDR347W_id001-3prime-utr
YDR348C	chrIV	1170039	1170325	-1	YDR348C_id001-3prime-utr
YDR348C	chrIV	1171826	1172068	-1	YDR348C_id001-5prime-utr
YDR349C	chrIV	1172264	1172385	-1	YDR349C_id001-3prime-utr
YDR349C	chrIV	1174177	1174808	-1	YDR349C_id001-5prime-utr
YDR350C	chrIV	1176047	1176119	-1	YDR350C_id001-3prime-utr
YDR350C	chrIV	1178175	1178231	-1	YDR350C_id001-5prime-utr
YDR351W	chrIV	1178617	1178665	1	YDR351W_id001-5prime-utr
YDR351W	chrIV	1181261	1181414	1	YDR351W_id001-3prime-utr
YDR352W	chrIV	1181613	1181800	1	YDR352W_id001-5prime-utr
YDR352W	chrIV	1182755	1183305	1	YDR352W_id001-3prime-utr
YDR353W	chrIV	1181965	1183298	1	YDR353W_id001-5prime-utr
YDR353W	chrIV	1184259	1184312	1	YDR353W_id001-3prime-utr
YDR354W	chrIV	1184621	1184746	1	YDR354W_id001-5prime-utr
YDR354W	chrIV	1185890	1186001	1	YDR354W_id001-3prime-utr
YDR357C	chrIV	1189166	1189198	-1	YDR357C_id001-3prime-utr
YDR357C	chrIV	1189568	1189857	-1	YDR357C_id001-5prime-utr
YDR358W	chrIV	1190007	1190058	1	YDR358W_id001-5prime-utr
YDR358W	chrIV	1191733	1191948	1	YDR358W_id001-3prime-utr
YDR361C	chrIV	1194891	1195411	-1	YDR361C_id001-3prime-utr
YDR361C	chrIV	1196264	1196289	-1	YDR361C_id001-5prime-utr
YDR362C	chrIV	1196464	1196678	-1	YDR362C_id001-3prime-utr
YDR362C	chrIV	1198698	1198807	-1	YDR362C_id001-5prime-utr
YDR363W	chrIV	1199006	1199182	1	YDR363W_id001-5prime-utr
YDR363W	chrIV	1200554	1201491	1	YDR363W_id001-3prime-utr
YDR363W-A	chrIV	1202008	1202127	1	YDR363W-A_id001-5prime-utr
YDR363W-A	chrIV	1202398	1202806	1	YDR363W-A_id001-3prime-utr
YDR364C	chrIV	1201902	1202842	-1	YDR364C_id001-3prime-utr
YDR364C	chrIV	1204211	1204242	-1	YDR364C_id001-5prime-utr
YDR365C	chrIV	1204384	1204496	-1	YDR365C_id001-3prime-utr
YDR365C	chrIV	1206384	1206470	-1	YDR365C_id001-5prime-utr
YDR367W	chrIV	1212724	1212847	1	YDR367W_id001-5prime-utr
YDR367W	chrIV	1213615	1213810	1	YDR367W_id001-3prime-utr
YDR368W	chrIV	1213765	1213903	1	YDR368W_id001-5prime-utr
YDR368W	chrIV	1214843	1214994	1	YDR368W_id001-3prime-utr
YDR370C	chrIV	1217664	1217781	-1	YDR370C_id001-3prime-utr
YDR370C	chrIV	1219111	1219175	-1	YDR370C_id001-5prime-utr
YDR371C-A	chrIV	1219438	1219508	-1	YDR371C-A_id001-3prime-utr
YDR371C-A	chrIV	1219614	1220109	-1	YDR371C-A_id001-5prime-utr
YDR371W	chrIV	1219298	1219412	1	YDR371W_id001-5prime-utr
YDR371W	chrIV	1220949	1221049	1	YDR371W_id001-3prime-utr
YDR372C	chrIV	1220889	1221111	-1	YDR372C_id001-3prime-utr
YDR372C	chrIV	1222150	1222465	-1	YDR372C_id001-5prime-utr
YDR373W	chrIV	1222658	1222758	1	YDR373W_id001-5prime-utr
YDR373W	chrIV	1223332	1223441	1	YDR373W_id001-3prime-utr
YDR374W-A	chrIV	1224739	1224756	1	YDR374W-A_id001-5prime-utr
YDR374W-A	chrIV	1225027	1225357	1	YDR374W-A_id001-3prime-utr
YDR375C	chrIV	1225108	1225165	-1	YDR375C_id001-3prime-utr
YDR375C	chrIV	1226537	1226579	-1	YDR375C_id001-5prime-utr
YDR376W	chrIV	1226729	1226821	1	YDR376W_id001-5prime-utr
YDR376W	chrIV	1228304	1228469	1	YDR376W_id001-3prime-utr
YDR377W	chrIV	1227863	1228610	1	YDR377W_id001-5prime-utr
YDR377W	chrIV	1228917	1229200	1	YDR377W_id001-3prime-utr
YDR378C	chrIV	1229047	1229348	-1	YDR378C_id001-3prime-utr
YDR378C	chrIV	1229610	1230060	-1	YDR378C_id001-5prime-utr
YDR379C-A	chrIV	1233148	1233277	-1	YDR379C-A_id001-3prime-utr
YDR379C-A	chrIV	1233518	1233766	-1	YDR379C-A_id001-5prime-utr
YDR379W	chrIV	1230033	1230166	1	YDR379W_id001-5prime-utr
YDR379W	chrIV	1233197	1233269	1	YDR379W_id001-3prime-utr
YDR380W	chrIV	1234110	1234217	1	YDR380W_id001-5prime-utr
YDR380W	chrIV	1236126	1236269	1	YDR380W_id001-3prime-utr
YDR381C-A	chrIV	1238213	1238311	-1	YDR381C-A_id001-3prime-utr
YDR381C-A	chrIV	1238851	1239033	-1	YDR381C-A_id001-5prime-utr
YDR381W	chrIV	1236461	1236557	1	YDR381W_id001-5prime-utr
YDR381W	chrIV	1238005	1238352	1	YDR381W_id001-3prime-utr
YDR382W	chrIV	1239411	1239491	1	YDR382W_id001-5prime-utr
YDR382W	chrIV	1239825	1240067	1	YDR382W_id001-3prime-utr
YDR383C	chrIV	1238408	1239959	-1	YDR383C_id001-3prime-utr
YDR383C	chrIV	1240677	1241042	-1	YDR383C_id001-5prime-utr
YDR384C	chrIV	1241044	1241203	-1	YDR384C_id001-3prime-utr
YDR384C	chrIV	1242032	1242539	-1	YDR384C_id001-5prime-utr
YDR385W	chrIV	1243145	1243229	1	YDR385W_id001-5prime-utr
YDR385W	chrIV	1245759	1245963	1	YDR385W_id001-3prime-utr
YDR386W	chrIV	1246063	1246083	1	YDR386W_id001-5prime-utr
YDR386W	chrIV	1247983	1248210	1	YDR386W_id001-3prime-utr
YDR387C	chrIV	1247971	1248153	-1	YDR387C_id001-3prime-utr
YDR387C	chrIV	1249822	1249967	-1	YDR387C_id001-5prime-utr
YDR388W	chrIV	1250135	1250185	1	YDR388W_id001-5prime-utr
YDR388W	chrIV	1251635	1252152	1	YDR388W_id001-3prime-utr
YDR389W	chrIV	1252015	1252536	1	YDR389W_id001-5prime-utr
YDR389W	chrIV	1254502	1254951	1	YDR389W_id001-3prime-utr
YDR390C	chrIV	1254754	1254936	-1	YDR390C_id001-3prime-utr
YDR390C	chrIV	1256848	1256876	-1	YDR390C_id001-5prime-utr
YDR391C	chrIV	1257277	1257357	-1	YDR391C_id001-3prime-utr
YDR391C	chrIV	1258057	1258514	-1	YDR391C_id001-5prime-utr
YDR392W	chrIV	1258191	1258695	1	YDR392W_id001-5prime-utr
YDR392W	chrIV	1259710	1259839	1	YDR392W_id001-3prime-utr
YDR393W	chrIV	1259813	1259900	1	YDR393W_id001-5prime-utr
YDR393W	chrIV	1261272	1261460	1	YDR393W_id001-3prime-utr
YDR394W	chrIV	1261365	1261680	1	YDR394W_id001-5prime-utr
YDR394W	chrIV	1262968	1263049	1	YDR394W_id001-3prime-utr
YDR395W	chrIV	1263194	1263323	1	YDR395W_id001-5prime-utr
YDR395W	chrIV	1266159	1266255	1	YDR395W_id001-3prime-utr
YDR397C	chrIV	1266185	1266365	-1	YDR397C_id001-3prime-utr
YDR397C	chrIV	1266899	1267186	-1	YDR397C_id001-5prime-utr
YDR398W	chrIV	1267436	1267470	1	YDR398W_id001-5prime-utr
YDR398W	chrIV	1269403	1269772	1	YDR398W_id001-3prime-utr
YDR399W	chrIV	1269999	1270067	1	YDR399W_id001-5prime-utr
YDR399W	chrIV	1270734	1270976	1	YDR399W_id001-3prime-utr
YDR400W	chrIV	1271006	1271062	1	YDR400W_id001-5prime-utr
YDR400W	chrIV	1272086	1272335	1	YDR400W_id001-3prime-utr
YDR404C	chrIV	1276512	1276653	-1	YDR404C_id001-3prime-utr
YDR404C	chrIV	1277170	1277907	-1	YDR404C_id001-5prime-utr
YDR405W	chrIV	1277593	1277645	1	YDR405W_id001-5prime-utr
YDR405W	chrIV	1278438	1279201	1	YDR405W_id001-3prime-utr
YDR407C	chrIV	1284000	1284068	-1	YDR407C_id001-3prime-utr
YDR407C	chrIV	1287939	1288060	-1	YDR407C_id001-5prime-utr
YDR408C	chrIV	1288122	1288214	-1	YDR408C_id001-3prime-utr
YDR408C	chrIV	1288860	1289151	-1	YDR408C_id001-5prime-utr
YDR410C	chrIV	1292242	1292371	-1	YDR410C_id001-3prime-utr
YDR410C	chrIV	1293092	1293200	-1	YDR410C_id001-5prime-utr
YDR411C	chrIV	1293119	1293368	-1	YDR411C_id001-3prime-utr
YDR411C	chrIV	1294395	1294426	-1	YDR411C_id001-5prime-utr
YDR412W	chrIV	1294611	1294692	1	YDR412W_id001-5prime-utr
YDR412W	chrIV	1295401	1295640	1	YDR412W_id001-3prime-utr
YDR414C	chrIV	1295340	1295597	-1	YDR414C_id001-3prime-utr
YDR414C	chrIV	1296687	1296883	-1	YDR414C_id001-5prime-utr
YDR415C	chrIV	1296692	1297036	-1	YDR415C_id001-3prime-utr
YDR415C	chrIV	1298162	1298215	-1	YDR415C_id001-5prime-utr
YDR416W	chrIV	1298346	1298431	1	YDR416W_id001-5prime-utr
YDR416W	chrIV	1301012	1301043	1	YDR416W_id001-3prime-utr
YDR418W	chrIV	1300681	1301615	1	YDR418W_id001-5prime-utr
YDR418W	chrIV	1302114	1302209	1	YDR418W_id001-3prime-utr
YDR419W	chrIV	1303169	1303173	1	YDR419W_id001-5prime-utr
YDR419W	chrIV	1305073	1305459	1	YDR419W_id001-3prime-utr
YDR421W	chrIV	1311956	1312039	1	YDR421W_id001-5prime-utr
YDR421W	chrIV	1314893	1314921	1	YDR421W_id001-3prime-utr
YDR422C	chrIV	1315036	1315325	-1	YDR422C_id001-3prime-utr
YDR422C	chrIV	1317774	1317883	-1	YDR422C_id001-5prime-utr
YDR423C	chrIV	1317953	1318045	-1	YDR423C_id001-3prime-utr
YDR423C	chrIV	1319276	1319324	-1	YDR423C_id001-5prime-utr
YDR424C	chrIV	1319294	1319386	-1	YDR424C_id001-3prime-utr
YDR424C	chrIV	1319842	1319916	-1	YDR424C_id001-5prime-utr
YDR425W	chrIV	1320018	1320063	1	YDR425W_id001-5prime-utr
YDR425W	chrIV	1321942	1322052	1	YDR425W_id001-3prime-utr
YDR427W	chrIV	1322173	1322204	1	YDR427W_id001-5prime-utr
YDR427W	chrIV	1323387	1324346	1	YDR427W_id001-3prime-utr
YDR428C	chrIV	1322700	1323453	-1	YDR428C_id001-3prime-utr
YDR428C	chrIV	1324240	1324272	-1	YDR428C_id001-5prime-utr
YDR429C	chrIV	1323931	1324476	-1	YDR429C_id001-3prime-utr
YDR429C	chrIV	1325302	1325318	-1	YDR429C_id001-5prime-utr
YDR430C	chrIV	1325450	1325500	-1	YDR430C_id001-3prime-utr
YDR430C	chrIV	1328471	1328541	-1	YDR430C_id001-5prime-utr
YDR433W	chrIV	1328941	1329599	1	YDR433W_id001-5prime-utr
YDR433W	chrIV	1330041	1330736	1	YDR433W_id001-3prime-utr
YDR434W	chrIV	1331049	1331236	1	YDR434W_id001-5prime-utr
YDR434W	chrIV	1332842	1332934	1	YDR434W_id001-3prime-utr
YDR435C	chrIV	1332825	1332982	-1	YDR435C_id001-3prime-utr
YDR435C	chrIV	1333970	1334349	-1	YDR435C_id001-5prime-utr
YDR436W	chrIV	1334568	1334820	1	YDR436W_id001-5prime-utr
YDR436W	chrIV	1336954	1337116	1	YDR436W_id001-3prime-utr
YDR437W	chrIV	1337285	1337351	1	YDR437W_id001-5prime-utr
YDR437W	chrIV	1337775	1339301	1	YDR437W_id001-3prime-utr
YDR438W	chrIV	1337443	1338273	1	YDR438W_id001-5prime-utr
YDR438W	chrIV	1339387	1339472	1	YDR438W_id001-3prime-utr
YDR439W	chrIV	1339443	1339675	1	YDR439W_id001-5prime-utr
YDR439W	chrIV	1340720	1340827	1	YDR439W_id001-3prime-utr
YDR440W	chrIV	1342406	1342492	1	YDR440W_id001-5prime-utr
YDR440W	chrIV	1344242	1344470	1	YDR440W_id001-3prime-utr
YDR441C	chrIV	1344160	1344516	-1	YDR441C_id001-3prime-utr
YDR441C	chrIV	1345063	1345197	-1	YDR441C_id001-5prime-utr
YDR442W	chrIV	1345637	1345646	1	YDR442W_id001-5prime-utr
YDR442W	chrIV	1346040	1346810	1	YDR442W_id001-3prime-utr
YDR444W	chrIV	1350205	1350289	1	YDR444W_id001-5prime-utr
YDR444W	chrIV	1352354	1352433	1	YDR444W_id001-3prime-utr
YDR447C	chrIV	1354590	1354828	-1	YDR447C_id001-3prime-utr
YDR447C	chrIV	1355554	1355631	-1	YDR447C_id001-5prime-utr
YDR448W	chrIV	1356029	1356064	1	YDR448W_id001-5prime-utr
YDR448W	chrIV	1357370	1357472	1	YDR448W_id001-3prime-utr
YDR449C	chrIV	1357116	1357579	-1	YDR449C_id001-3prime-utr
YDR449C	chrIV	1358903	1358946	-1	YDR449C_id001-5prime-utr
YDR450W	chrIV	1359893	1359922	1	YDR450W_id001-5prime-utr
YDR450W	chrIV	1360799	1361096	1	YDR450W_id001-3prime-utr
YDR451C	chrIV	1360781	1361119	-1	YDR451C_id001-3prime-utr
YDR451C	chrIV	1362182	1362243	-1	YDR451C_id001-5prime-utr
YDR452W	chrIV	1362728	1362877	1	YDR452W_id001-5prime-utr
YDR452W	chrIV	1364903	1365090	1	YDR452W_id001-3prime-utr
YDR453C	chrIV	1364974	1365071	-1	YDR453C_id001-3prime-utr
YDR453C	chrIV	1365663	1366022	-1	YDR453C_id001-5prime-utr
YDR454C	chrIV	1365758	1366263	-1	YDR454C_id001-3prime-utr
YDR454C	chrIV	1366828	1366897	-1	YDR454C_id001-5prime-utr
YDR456W	chrIV	1367419	1367484	1	YDR456W_id001-5prime-utr
YDR456W	chrIV	1369387	1369518	1	YDR456W_id001-3prime-utr
YDR458C	chrIV	1379809	1380054	-1	YDR458C_id001-3prime-utr
YDR458C	chrIV	1382047	1382107	-1	YDR458C_id001-5prime-utr
YDR459C	chrIV	1382247	1382318	-1	YDR459C_id001-3prime-utr
YDR459C	chrIV	1383444	1383739	-1	YDR459C_id001-5prime-utr
YDR460W	chrIV	1382963	1383810	1	YDR460W_id001-5prime-utr
YDR460W	chrIV	1384777	1384876	1	YDR460W_id001-3prime-utr
YDR461C-A	chrIV	1385332	1385523	-1	YDR461C-A_id001-3prime-utr
YDR461C-A	chrIV	1385767	1385828	-1	YDR461C-A_id001-5prime-utr
YDR461W	chrIV	1384424	1385175	1	YDR461W_id001-5prime-utr
YDR461W	chrIV	1385287	1385434	1	YDR461W_id001-3prime-utr
YDR462W	chrIV	1386019	1386072	1	YDR462W_id001-5prime-utr
YDR462W	chrIV	1386517	1386695	1	YDR462W_id001-3prime-utr
YDR463W	chrIV	1386753	1386815	1	YDR463W_id001-5prime-utr
YDR463W	chrIV	1388376	1388585	1	YDR463W_id001-3prime-utr
YDR465C	chrIV	1393173	1393335	-1	YDR465C_id001-3prime-utr
YDR465C	chrIV	1394575	1394806	-1	YDR465C_id001-5prime-utr
YDR466W	chrIV	1395026	1395120	1	YDR466W_id001-5prime-utr
YDR466W	chrIV	1397818	1398065	1	YDR466W_id001-3prime-utr
YDR467C	chrIV	1396747	1397582	-1	YDR467C_id001-3prime-utr
YDR467C	chrIV	1397910	1398254	-1	YDR467C_id001-5prime-utr
YDR468C	chrIV	1397712	1398025	-1	YDR468C_id001-3prime-utr
YDR468C	chrIV	1398701	1398812	-1	YDR468C_id001-5prime-utr
YDR469W	chrIV	1398088	1399014	1	YDR469W_id001-5prime-utr
YDR469W	chrIV	1399543	1401744	1	YDR469W_id001-3prime-utr
YDR470C	chrIV	1399513	1399705	-1	YDR470C_id001-3prime-utr
YDR470C	chrIV	1401215	1401371	-1	YDR470C_id001-5prime-utr
YDR471W	chrIV	1401745	1401769	1	YDR471W_id001-5prime-utr
YDR471W	chrIV	1402565	1402918	1	YDR471W_id001-3prime-utr
YDR472W	chrIV	1403187	1403321	1	YDR472W_id001-5prime-utr
YDR472W	chrIV	1404174	1404441	1	YDR472W_id001-3prime-utr
YDR473C	chrIV	1404215	1404444	-1	YDR473C_id001-3prime-utr
YDR473C	chrIV	1405855	1405933	-1	YDR473C_id001-5prime-utr
YDR475C	chrIV	1407394	1407463	-1	YDR475C_id001-3prime-utr
YDR475C	chrIV	1410095	1410276	-1	YDR475C_id001-5prime-utr
YDR476C	chrIV	1410251	1410452	-1	YDR476C_id001-3prime-utr
YDR476C	chrIV	1411128	1412173	-1	YDR476C_id001-5prime-utr
YDR477W	chrIV	1412079	1412372	1	YDR477W_id001-5prime-utr
YDR477W	chrIV	1414275	1414444	1	YDR477W_id001-3prime-utr
YDR478W	chrIV	1414535	1414574	1	YDR478W_id001-5prime-utr
YDR478W	chrIV	1415172	1416455	1	YDR478W_id001-3prime-utr
YDR479C	chrIV	1415129	1415209	-1	YDR479C_id001-3prime-utr
YDR479C	chrIV	1416875	1417132	-1	YDR479C_id001-5prime-utr
YDR481C	chrIV	1418434	1418549	-1	YDR481C_id001-3prime-utr
YDR481C	chrIV	1420251	1420305	-1	YDR481C_id001-5prime-utr
YDR482C	chrIV	1420260	1420430	-1	YDR482C_id001-3prime-utr
YDR482C	chrIV	1420839	1421009	-1	YDR482C_id001-5prime-utr
YDR483W	chrIV	1420644	1421156	1	YDR483W_id001-5prime-utr
YDR483W	chrIV	1422486	1422597	1	YDR483W_id001-3prime-utr
YDR484W	chrIV	1422736	1422762	1	YDR484W_id001-5prime-utr
YDR484W	chrIV	1424689	1424839	1	YDR484W_id001-3prime-utr
YDR485C	chrIV	1424668	1424819	-1	YDR485C_id001-3prime-utr
YDR485C	chrIV	1427208	1427276	-1	YDR485C_id001-5prime-utr
YDR486C	chrIV	1427102	1427430	-1	YDR486C_id001-3prime-utr
YDR486C	chrIV	1428121	1428129	-1	YDR486C_id001-5prime-utr
YDR487C	chrIV	1428240	1428353	-1	YDR487C_id001-3prime-utr
YDR487C	chrIV	1428981	1430782	-1	YDR487C_id001-5prime-utr
YDR488C	chrIV	1429036	1429187	-1	YDR488C_id001-3prime-utr
YDR488C	chrIV	1430790	1430838	-1	YDR488C_id001-5prime-utr
YDR489W	chrIV	1430994	1431011	1	YDR489W_id001-5prime-utr
YDR489W	chrIV	1431897	1433377	1	YDR489W_id001-3prime-utr
YDR490C	chrIV	1431775	1431967	-1	YDR490C_id001-3prime-utr
YDR490C	chrIV	1434269	1434369	-1	YDR490C_id001-5prime-utr
YDR492W	chrIV	1434770	1434923	1	YDR492W_id001-5prime-utr
YDR492W	chrIV	1435875	1436225	1	YDR492W_id001-3prime-utr
YDR493W	chrIV	1436116	1436216	1	YDR493W_id001-5prime-utr
YDR493W	chrIV	1436589	1436840	1	YDR493W_id001-3prime-utr
YDR494W	chrIV	1436801	1436929	1	YDR494W_id001-5prime-utr
YDR494W	chrIV	1438016	1438090	1	YDR494W_id001-3prime-utr
YDR495C	chrIV	1437964	1438114	-1	YDR495C_id001-3prime-utr
YDR495C	chrIV	1441151	1441207	-1	YDR495C_id001-5prime-utr
YDR496C	chrIV	1441196	1441432	-1	YDR496C_id001-3prime-utr
YDR496C	chrIV	1443404	1443441	-1	YDR496C_id001-5prime-utr
YDR497C	chrIV	1443604	1443712	-1	YDR497C_id001-3prime-utr
YDR497C	chrIV	1445468	1445623	-1	YDR497C_id001-5prime-utr
YDR498C	chrIV	1445165	1445842	-1	YDR498C_id001-3prime-utr
YDR498C	chrIV	1446995	1450109	-1	YDR498C_id001-5prime-utr
YDR499W	chrIV	1447800	1447829	1	YDR499W_id001-5prime-utr
YDR499W	chrIV	1450074	1450187	1	YDR499W_id001-3prime-utr
YDR500C	chrIV	1449981	1450197	-1	YDR500C_id001-3prime-utr
YDR500C	chrIV	1450854	1450874	-1	YDR500C_id001-5prime-utr
YDR502C	chrIV	1452816	1453309	-1	YDR502C_id001-3prime-utr
YDR502C	chrIV	1454465	1454512	-1	YDR502C_id001-5prime-utr
YDR503C	chrIV	1454830	1455041	-1	YDR503C_id001-3prime-utr
YDR503C	chrIV	1455867	1455949	-1	YDR503C_id001-5prime-utr
YDR504C	chrIV	1456086	1456310	-1	YDR504C_id001-3prime-utr
YDR504C	chrIV	1456695	1458095	-1	YDR504C_id001-5prime-utr
YDR505C	chrIV	1456519	1456694	-1	YDR505C_id001-3prime-utr
YDR505C	chrIV	1459221	1459409	-1	YDR505C_id001-5prime-utr
YDR506C	chrIV	1459304	1459727	-1	YDR506C_id001-3prime-utr
YDR506C	chrIV	1461555	1461607	-1	YDR506C_id001-5prime-utr
YDR507C	chrIV	1462176	1462357	-1	YDR507C_id001-3prime-utr
YDR507C	chrIV	1465787	1465824	-1	YDR507C_id001-5prime-utr
YDR508C	chrIV	1466219	1466452	-1	YDR508C_id001-3prime-utr
YDR508C	chrIV	1468445	1468531	-1	YDR508C_id001-5prime-utr
YDR510W	chrIV	1468610	1469399	1	YDR510W_id001-5prime-utr
YDR510W	chrIV	1469706	1469847	1	YDR510W_id001-3prime-utr
YDR511W	chrIV	1469838	1470016	1	YDR511W_id001-5prime-utr
YDR511W	chrIV	1470419	1471050	1	YDR511W_id001-3prime-utr
YDR512C	chrIV	1470417	1470499	-1	YDR512C_id001-3prime-utr
YDR512C	chrIV	1471064	1471194	-1	YDR512C_id001-5prime-utr
YDR513W	chrIV	1470026	1471016	1	YDR513W_id001-5prime-utr
YDR513W	chrIV	1471449	1471559	1	YDR513W_id001-3prime-utr
YDR514C	chrIV	1471422	1471547	-1	YDR514C_id001-3prime-utr
YDR514C	chrIV	1473000	1473074	-1	YDR514C_id001-5prime-utr
YDR515W	chrIV	1473202	1473428	1	YDR515W_id001-5prime-utr
YDR515W	chrIV	1474773	1474873	1	YDR515W_id001-3prime-utr
YDR516C	chrIV	1474842	1474973	-1	YDR516C_id001-3prime-utr
YDR516C	chrIV	1476477	1476588	-1	YDR516C_id001-5prime-utr
YDR517W	chrIV	1476623	1477238	1	YDR517W_id001-5prime-utr
YDR517W	chrIV	1478358	1478460	1	YDR517W_id001-3prime-utr
YDR518W	chrIV	1478467	1478607	1	YDR518W_id001-5prime-utr
YDR518W	chrIV	1480162	1480211	1	YDR518W_id001-3prime-utr
YDR519W	chrIV	1480370	1480424	1	YDR519W_id001-5prime-utr
YDR519W	chrIV	1480833	1482129	1	YDR519W_id001-3prime-utr
YDR520C	chrIV	1480938	1481084	-1	YDR520C_id001-3prime-utr
YDR520C	chrIV	1483404	1483487	-1	YDR520C_id001-5prime-utr
YDR523C	chrIV	1485514	1485565	-1	YDR523C_id001-3prime-utr
YDR523C	chrIV	1487039	1487263	-1	YDR523C_id001-5prime-utr
YDR524C	chrIV	1487035	1487541	-1	YDR524C_id001-3prime-utr
YDR524C	chrIV	1488991	1489057	-1	YDR524C_id001-5prime-utr
YDR524C-A	chrIV	1489850	1489870	-1	YDR524C-A_id001-3prime-utr
YDR524C-A	chrIV	1489991	1490886	-1	YDR524C-A_id001-5prime-utr
YDR524C-B	chrIV	1489289	1489597	-1	YDR524C-B_id001-3prime-utr
YDR524C-B	chrIV	1489799	1489982	-1	YDR524C-B_id001-5prime-utr
YDR525W-A	chrIV	1489989	1490595	1	YDR525W-A_id001-5prime-utr
